URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ConceptMap/ASS-A33-AdministrativeGender-Sexe","hl7.fhir.r4.core"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-gene-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.150",JdvGeneCisis,JDV Gene CISIS,"JDV Gene CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-geste-reanimation-nouveau-ne-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.754",JdvGesteReanimationNouveauNeCisis,JDV Geste Reanimation Nouveau Ne CISIS,"JDV Geste Reanimation Nouveau Ne CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-gestion-effet-secondaire-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.477",JdvGestionEffetSecondaireCisis,JDV Gestion Effet Secondaire CISIS,"JDV Gestion Effet Secondaire CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-gir-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.53",JdvGirCisis,JDV Gir CISIS,"JDV Gir CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-gravite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.787",JdvGraviteCisis,JDV Gravite CISIS,"JDV Gravite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-groupe-rhesus-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.755",JdvGroupeRhesusCisis,JDV Groupe Rhesus CISIS,"JDV Groupe Rhesus CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-handicap-deficit-dlu-dom-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.812",JdvHandicapDeficitDluDomCisis,JDV Handicap Deficit Dlu Dom CISIS,"JDV Handicap Deficit Dlu Dom CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-handicap-deficit-dlu-ehpad-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.791",JdvHandicapDeficitDluEhpadCisis,JDV Handicap Deficit Dlu Ehpad CISIS,"JDV Handicap Deficit Dlu Ehpad CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-health-status-code-cisis,20250624152100,active,"1.2.250.1.213.1.1.4.2.283.1",JdvHealthStatusCodeCisis,JDV Health Status Code CISIS,"JDV Health Status Code CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hemisphere-lobaire-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.212",JdvHemisphereLobaireCisis,JDV Hemisphere Lobaire CISIS,"JDV Hemisphere Lobaire CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hemisphere-profond-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.211",JdvHemisphereProfondCisis,JDV Hemisphere Profond CISIS,"JDV Hemisphere Profond CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-allergy-intolerance-criticality-cisis,20250624152100,active,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,Allergy Intolerance Criticality,"Allergy Intolerance Criticality",,"hl7.fhir.r4.core"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-allergyintolerance-clinical-cisis,20250624152100,active,"2.16.840.1.113883.4.642.3.1372",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"AllergyIntolerance Clinical Status Codes",,"THO"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-condition-clinical-cisis,20250624152100,active,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Condition Clinical Status Codes",,"THO"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-condition-ver-status-cisis,20250624152100,active,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,Condition Verification Status,"Condition Verification Status",,"THO"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0066-cisis,20250624152100,active,"2.16.840.1.113883.21.29",Hl7VSEmploymentStatus,hl7VS-employmentStatus,"hl7VS-employmentStatus",,"THO (V2)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0488-cisis,20250624152100,active,"2.16.840.1.113883.21.328",Hl7VSSpecimenCollectionMethod,hl7VS-specimenCollectionMethod,"hl7VS-specimenCollectionMethod",,"THO (V2)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0952-cisis,20250624152100,active,"2.16.840.1.113883.1.11.10228",Confidentiality,Confidentiality,"Confidentiality",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActEncounterCode-cisis,20250624152100,active,"2.16.840.1.113883.1.11.13955",ActEncounterCode,ActEncounterCode,"ActEncounterCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActMood-cisis,20250624152100,active,"2.16.840.1.113883.1.11.10196",ActMood,ActMood,"ActMood",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActMoodIntent-cisis,20250624152100,active,"2.16.840.1.113883.1.11.10199",ActMoodIntent,ActMoodIntent,"ActMoodIntent",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActPharmacySupplyType-cisis,20250624152101,active,"2.16.840.1.113883.1.11.16208",ActPharmacySupplyType,ActPharmacySupplyType,"ActPharmacySupplyType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActPriority-cisis,20250624152100,active,"2.16.840.1.113883.1.11.16866",ActPriority,ActPriority,"ActPriority",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis,20250624152100,active,"2.16.840.1.113883.1.11.15933",ActStatus,ActStatus,"ActStatus",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdminSubstitutionCode-cisis,20250624152100,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"ActSubstanceAdminSubstitutionCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdministrationCode-cisis,20250624152101,active,"2.16.840.1.113883.1.11.19708",ActSubstanceAdministrationCode,ActSubstanceAdministrationCode,"ActSubstanceAdministrationCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdministrationImmunizationCode-cisis,20250624152101,active,"2.16.840.1.113883.1.11.19709",ActSubstanceAdministrationImmunizationCode,ActSubstanceAdministrationImmunizationCode,"ActSubstanceAdministrationImmunizationCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-AdministrableDrugForm-cisis,20250624152100,active,"2.16.840.1.113883.1.11.14570",AdministrableDrugForm,AdministrableDrugForm,"AdministrableDrugForm",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-AdministrativeGender-cisis,20250624152100,active,"2.16.840.1.113883.1.11.1",AdministrativeGender,AdministrativeGender,"AdministrativeGender",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-CoverageRoleType-cisis,20250624152100,active,"2.16.840.1.113883.1.11.18877",CoverageRoleType,CoverageRoleType,"CoverageRoleType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-MediaType-cisis,20250624152100,active,"2.16.840.1.113883.1.11.14824",MediaType,MediaType,"MediaType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ObservationInterpretation-cisis,20250624152100,active,"2.16.840.1.113883.1.11.78",ObservationInterpretation,ObservationInterpretation,"ObservationInterpretation",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ObservationMethod-cisis,20250624152100,active,"2.16.840.1.113883.1.11.14079",ObservationMethod,ObservationMethod,"ObservationMethod",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ParticipationFunction-cisis,20250624152100,active,"2.16.840.1.113883.1.11.10267",ParticipationFunction,ParticipationFunction,"ParticipationFunction",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ParticipationType-cisis,20250624152101,active,"2.16.840.1.113883.1.11.10901",ParticipationType,ParticipationType,"ParticipationType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-PersonalRelationshipRoleType-cisis,20250624152059,active,"2.16.840.1.113883.1.11.19563",PersonalRelationshipRoleType,PersonalRelationshipRoleType,"PersonalRelationshipRoleType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ROIOverlayShape-cisis,20250624152101,active,"2.16.840.1.113883.1.11.16117",ROIOverlayShape,ROIOverlayShape,"ROIOverlayShape",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-RoleClassIngredientEntity-cisis,20250624152100,active,"2.16.840.1.113883.1.11.10430",RoleClassIngredientEntity,RoleClassIngredientEntity,"RoleClassIngredientEntity",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-SeverityObservationCode-cisis,20250624152100,active,"2.16.840.1.113883.1.11.20386",SeverityObservationCode,SeverityObservationCode,"SeverityObservationCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-SpecimenAdditiveEntity-cisis,20250624152100,active,"2.16.840.1.113883.1.11.16042",SpecimenAdditiveEntity,SpecimenAdditiveEntity,"SpecimenAdditiveEntity",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-SpecimenRoleType-cisis,20250624152100,active,"2.16.840.1.113883.1.11.16515",SpecimenRoleType,SpecimenRoleType,"SpecimenRoleType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-TimingEvent-cisis,20250624152101,active,"2.16.840.1.113883.1.11.10706",TimingEvent,TimingEvent,"TimingEvent",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-WorkScheduleODH-cisis,20250624152059,active,"2.16.840.1.113883.1.11.20561",WorkScheduleODH,WorkScheduleODH,"WorkScheduleODH",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-employmentStatusODH-cisis,20250624152059,active,"2.16.840.1.113883.1.11.20562",EmploymentStatusODH,EmploymentStatusODH,"EmploymentStatusODH",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-xActMoodDocumentObservation,20250624152100,active,"2.16.840.1.113883.1.11.18943",XActMoodDocumentObservation,x_ActMoodDocumentObservation,"x_ActMoodDocumentObservation",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-xBasicConfidentialityKind-cisis,20250624152100,active,"2.16.840.1.113883.1.11.16926",XBasicConfidentialityKind,x_BasicConfidentialityKind,"x_BasicConfidentialityKind",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-human-substance-administration-site-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.686",JdvHumanSubstanceAdministrationSiteCisis,JDV Human Substance Administration Site CISIS,"JDV Human Substance Administration Site CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-imagerie-objectif-reference-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.672",JdvImagerieObjectifReferenceCisis,JDV Imagerie Objectif Reference CISIS,"JDV Imagerie Objectif Reference CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-immunization-approach-site-code-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.621",JdvImmunizationApproachSiteCodeCisis,JDV Immunization Approach Site Code CISIS,"JDV Immunization Approach Site Code CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-immunization-route-code-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.676",JdvImmunizationRouteCodeCisis,JDV Immunization Route Code CISIS,"JDV Immunization Route Code CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-impact-mutation-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.142",JdvImpactMutationCisis,JDV Impact Mutation CISIS,"JDV Impact Mutation CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-importance-clinique-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.153",JdvImportancCliniqueCisis,JDV Importance Clinique CISIS,"JDV Importance Clinique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-imputabilite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.786",JdvImputabiliteCisis,JDV Imputabilite CISIS,"JDV Imputabilite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-indicateur-anormalite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.95",JdvIndicateurAnormaliteCisis,JDV Indicateur Anormalite CISIS,"JDV Indicateur Anormalite CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-info-deces-cs8-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.706",JdvInfoDecesCs8Cisis,JDV Info Deces Cs8 CISIS,"JDV Info Deces Cs8 CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-info-prise-en-charge-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.685",JdvInfoPriseEnChargeCisis,JDV Info Prise En Charge CISIS,"JDV Info Prise En Charge CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-injection-pdc-tep-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.670",JdvInjectionPdcTepCisis,JDV Injection Pdc Tep CISIS,"JDV Injection Pdc Tep CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-interpretation-ecg-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.197",JdvInterpretationEcgCisis,JDV Interpretation Ecg CISIS,"JDV Interpretation Ecg CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-aunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.195",JdvInvestigationRealiseeAunvCisis,JDV Investigation Realisee Aunv CISIS,"JDV Investigation Realisee Aunv CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.47",JdvInvestigationRealiseeCisis,JDV Investigation Realisee CISIS,"JDV Investigation Realisee CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-eunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.227",JdvInvestigationRealiseeEunvCisis,JDV Investigation Realisee Eunv CISIS,"JDV Investigation Realisee Eunv CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-sunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.229",JdvInvestigationRealiseeSunvCisis,JDV Investigation Realisee Sunv CISIS,"JDV Investigation Realisee Sunv CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-issue-grossesse-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.731",JdvIssueGrossesseCisis,JDV Issue Grossesse CISIS,"JDV Issue Grossesse CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j366-statut-bilan-projet-personnalise-ms,20250415120000,active,"1.2.250.1.213.3.4.220",JdvJ366StatutBilanProjetPersonnaliseMs,Jdv J366 Statut Bilan Projet Personnalise Ms,"Statut du bilan du projet personnalisé.",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j367-type-projet-personnalise-ms,20250422120000,active,"1.2.250.1.213.3.4.221",JdvJ367TypeProjetPersonnaliseMs,Jdv J367 Type Projet Personnalise Ms,"Cette nomenclature donne le type de projet personnalisé qui est un document co-construit par l'usager, son entourage familial et professionnel du médico-social.",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j368-categorie-etablissement-cisis,20250422120000,active,"1.2.250.1.213.1.1.5.823",JdvJ368CategorieEtablissementCisis,Jdv J368 Categorie Etablissement Cisis,"JDV à l'image de l'ensemble des valeurs actives de la terminologie TRE_R66-CategorieEtablissement",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j370-type-contrat-sejour-ms,20250521120000,active,"1.2.250.1.213.3.4.223",JdvJ370TypeContratSejourMs,Jdv J370 Type Contrat Sejour Ms,"Type de contrat conclu entre l’établissement/service et la personne/son représentant légal.",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-jour-semaine-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.77",JdvJourSemaineCisis,JDV Jour Semaine CISIS,"JDV Jour Semaine CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-juridique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.56",JdvJuridiqueCisis,JDV Juridique CISIS,"JDV Juridique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lateralite-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.160",JdvLateraliteCisis,JDV Lateralite CISIS,"JDV Lateralite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lateralite-manuelle-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.161",JdvLateraliteManuelleCisis,JDV Lateralite Manuelle CISIS,"JDV Lateralite Manuelle CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lateralite-ncit-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.586",JdvLateraliteNcitCisis,JDV Lateralite Ncit CISIS,"JDV Lateralite Ncit CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lateralite-technique-imagerie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.617",JdvLateraliteTechniqueImagerieCisis,JDV Lateralite Technique Imagerie CISIS,"JDV Lateralite Technique Imagerie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lesion-traumatique-obstetricale-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.751",JdvLesionTraumatiqueObstetricaleCisis,JDV Lesion Traumatique Obstetricale CISIS,"JDV Lesion Traumatique Obstetricale CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lien-assure-beneficiaire-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.126",JdvLienAssureBeneficiaireCisis,JDV Lien Assure Beneficiaire CISIS,"JDV Lien Assure Beneficiaire CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lieu-accouchement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.743",JdvLieuAccouchementCisis,JDV Lieu Accouchement CISIS,"JDV Lieu Accouchement CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lieu-de-vie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.64",JdvLieuDeVieCisis,JDV Lieu De Vie CISIS,"JDV Lieu De Vie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-localisation-anatomique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.694",JdvLocalisationAnatomiqueCisis,JDV Localisation Anatomique CISIS,"JDV Localisation Anatomique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-localisation-anesthesie-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.594",JdvLocalisationAnesthesieCisis,JDV Localisation Anesthesie CISIS,"JDV Localisation Anesthesie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-localisation-hemorragie-cerebrale-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.206",JdvLocalisationHemorragieCerebraleCisis,JDV Localisation Hemorragie Cerebrale CISIS,"JDV Localisation Hemorragie Cerebrale CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-localisation-infarctus-cerebral-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.205",JdvLocalisationInfarctusCerebralCisis,JDV Localisation Infarctus Cerebral CISIS,"JDV Localisation Infarctus Cerebral CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-localisation-prelevement-ccu-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.717",JdvLocalisationPrelevementCcuCisis,JDV Localisation Prelevement Ccu CISIS,"JDV Localisation Prelevement Ccu CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-localisation-thrombose-veineuse-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.215",JdvLocalisationThromboseVeineuseCisis,JDV Localisation Thrombose Veineuse CISIS,"JDV Localisation Thrombose Veineuse CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-malformation-antenatale-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.49",JdvMalformationAntenataleCisis,JDV Malformation Antenatale CISIS,"JDV Malformation Antenatale CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mediatype-corps-cda-non-structure-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.822",JdvMediatypeCorpsCdaNonStructureCisis,Jdv Mediatype Corps Cda Non Structure CISIS,"Jdv Mediatype Corps Cda Non Structure CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-associee-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.476",JdvMesureAssocieeCisis,JDV Mesure Associee CISIS,"JDV Mesure Associee CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-lentille-delivree-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.656",JdvMesureLentilleDelivreeCisis,JDV Mesure Lentille Delivree CISIS,"JDV Mesure Lentille Delivree CISIS",,"Internal,LOINC,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-lentille-prescrite-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.655",JdvMesureLentillePrescriteCisis,JDV Mesure Lentille Prescrite CISIS,"JDV Mesure Lentille Prescrite CISIS",,"Internal,LOINC,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-protection-conduite-automobile-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.155",JdvMesureProtectionConduiteAutomobileCisis,JDV Mesure Protection Conduite Automobile CISIS,"JDV Mesure Protection Conduite Automobile CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-type-verre-delivre-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.654",JdvMesureTypeVerreDelivreCisis,JDV Mesure Type Verre Delivre CISIS,"JDV Mesure Type Verre Delivre CISIS",,"Internal,LOINC,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-type-verre-prescrit-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.652",JdvMesureTypeVerrePrescritCisis,JDV Mesure Type Verre Prescrit CISIS,"JDV Mesure Type Verre Prescrit CISIS",,"Internal,LOINC,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-verre-delivre-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.653",JdvMesureVerreDelivreCisis,JDV Mesure Verre Delivre CISIS,"JDV Mesure Verre Delivre CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mesure-verre-prescrit-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.651",JdvMesureVerrePrescritCisis,JDV Mesure Verre Prescrit CISIS,"JDV Mesure Verre Prescrit CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-methode-accouchement-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.115",JdvMethodeAccouchementCisis,JDV Methode Accouchement CISIS,"JDV Methode Accouchement CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-methode-de-mesure-acuite-visuelle-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.715",JdvMethodeDeMesureAcuiteVisuelleCisis,JDV Methode De Mesure Acuite Visuelle CISIS,"JDV Methode De Mesure Acuite Visuelle CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-methode-preparation-echantillon-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.151",JdvMethodePreparationEchantillonCisis,JDV Methode Preparation Echantillon CISIS,"JDV Methode Preparation Echantillon CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-milieu-cytologie-ccu-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.723",JdvMilieuCytologieCcuCisis,JDV Milieu Cytologie Ccu CISIS,"JDV Milieu Cytologie Ccu CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modalite-acquisition-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.618",JdvModaliteAcquisitionCisis,JDV Modalite Acquisition CISIS,"JDV Modalite Acquisition CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modalite-demande-acte-imagerie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.660",JdvModaliteDemandeActeImagerieCisis,JDV Modalite Demande Acte Iimagerie CISIS,"JDV Modalite Demande Acte Iimagerie CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modalite-entree-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.73",JdvModaliteEntreeCisis,JDV Modalite Entree CISIS,"JDV Modalite Entree CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modalite-sortie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.74",JdvModaliteSortieCisis,JDV Modalite Sortie CISIS,"JDV Modalite Sortie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-accouchement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.735",JdvModeAccouchementCisis,JDV Mode Accouchement CISIS,"JDV Mode Accouchement CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-administration-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.75",JdvModeAdministrationCisis,JDV Mode Administration CISIS,"JDV Mode Administration CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-de-transport-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.140",JdvModeDeTransportCisis,JDV Mode De Transport CISIS,"JDV Mode De Transport CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-de-vie-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.156",JdvModeDeVieCisis,JDV Mode De Vie CISIS,"JDV Mode De Vie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-debut-travail-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.113",JdvModeDebutTravailCisis,JDV Mode Debut Travail CISIS,"JDV Mode Debut Travail CISIS",,"Internal"
